Skill_Operating Systems,Skill_Algorithms,Skill_Programming Concepts,Skill_Software Engineering,Skill_Computer Networks,Skill_Computer Architecture,Skill_Mathematics,Skill_Communication skills,Working_Hours,Skill_Logical Thinking,No of Hackathons,Skill_Coding,Skill_public speaking,Skill_self-learning,Skill_memory capability,Skill_reading and writing,Gentle or Stubborn?,Management or Technical?,Salary or Work?,Hard or Smart Worker?,Skill_teamwork,Introvert or Extrovert?,Other_Certifications,Workshops,Interested subjects,Interested career area,Type_of_company,Interested Type of Books,Suggested Job Role
66,75,72,81,81,77,64,69,12,6,2,8,8,no,excellent,poor,stubborn,Management,salary,hard worker,no,no,machine learning,data science,Software Engineering,Business process analyst,Product based,Science,Software Systems Engineer
71,73,89,76,74,67,94,78,4,8,0,4,9,no,excellent,medium,stubborn,Technical,salary,hard worker,yes,no,r programming,web technologies,Management,cloud computing,Finance,Trilogy,Design & UX
69,75,72,92,73,77,94,88,9,4,1,2,7,yes,excellent,excellent,stubborn,Management,work,hard worker,no,no,shell programming,database security,cloud computing,system developer,Testing and Maintainance Services,Guide,Applications Developer
87,82,60,60,76,68,90,62,10,2,6,7,6,no,medium,poor,stubborn,Technical,work,smart worker,yes,yes,machine learning,web technologies,Computer Architecture,developer,product development,Comics,Software Systems Engineer
90,74,68,76,86,92,90,65,9,3,0,8,6,yes,poor,medium,stubborn,Technical,work,hard worker,no,no,shell programming,game development,networks,testing,Testing and Maintainance Services,Prayer books,Design & UX
79,82,89,78,79,86,93,70,4,3,6,8,9,yes,excellent,excellent,gentle,Technical,salary,smart worker,no,no,machine learning,hacking,Software Engineering,security,Cloud Services,Health,Network Security Administrator
66,87,65,74,62,74,89,81,7,1,3,7,3,no,poor,excellent,gentle,Technical,salary,smart worker,no,no,hadoop,game development,Computer Architecture,system developer,Service Based,Series,Data Architect
71,80,73,70,63,86,91,69,7,7,1,7,6,no,excellent,excellent,gentle,Technical,salary,smart worker,no,yes,full stack,data science,Computer Architecture,security,SAaS services,Cookbooks,Software Systems Engineer
69,92,70,81,75,63,94,83,12,8,3,8,9,yes,excellent,medium,stubborn,Technical,salary,smart worker,yes,no,shell programming,testing,IOT,testing,Cloud Services,Fantasy,E-Commerce Analyst
72,94,78,73,75,78,68,68,8,8,5,5,1,no,medium,excellent,stubborn,Management,work,smart worker,no,no,hadoop,system designing,Computer Architecture,developer,Web Services,Science fiction,Portal Administrator
90,81,61,82,77,83,84,82,6,6,2,6,4,no,poor,poor,stubborn,Technical,salary,smart worker,yes,yes,distro making,data science,Computer Architecture,developer,Product based,Travel,Solutions Architect
78,91,68,65,87,75,93,62,8,7,4,7,9,yes,poor,medium,stubborn,Management,salary,smart worker,yes,no,distro making,data science,parallel computing,security,Testing and Maintainance Services,Science,E-Commerce Analyst
83,67,62,65,65,60,68,93,11,2,0,9,8,yes,medium,medium,stubborn,Management,salary,smart worker,no,yes,python,game development,Management,security,Business Process Analysis,Mystery,UX Designer
78,88,61,87,71,69,92,77,7,9,6,8,6,no,medium,poor,stubborn,Management,work,hard worker,no,yes,shell programming,game development,Computer Architecture,cloud computing,product development,Biographies,Data Architect
67,66,66,69,93,71,80,93,6,5,6,3,8,no,poor,poor,stubborn,Technical,salary,hard worker,no,no,machine learning,cloud computing,Computer Architecture,Business process analyst,product development,Self help,Design & UX
85,88,60,69,66,75,62,92,5,6,0,3,7,yes,excellent,medium,stubborn,Technical,salary,hard worker,yes,no,app development,hacking,IOT,system developer,Business Process Analysis,Self help,Systems Security Administrator
67,61,78,72,70,79,81,85,11,7,3,2,8,yes,excellent,poor,gentle,Management,work,smart worker,yes,no,shell programming,database security,Software Engineering,testing,Web Services,Dictionaries,Network Security Administrator
68,89,91,80,92,72,64,94,8,3,0,3,5,no,poor,medium,stubborn,Management,work,hard worker,no,no,full stack,game development,networks,system developer,Finance,Guide,Portal Administrator
64,79,79,88,78,77,90,74,12,2,3,4,1,no,medium,excellent,stubborn,Management,salary,smart worker,yes,no,information security,testing,Computer Architecture,security,Finance,Series,CRM Technical Developer
70,60,77,68,82,89,80,73,11,1,2,2,8,no,medium,excellent,stubborn,Management,work,smart worker,no,no,app development,hacking,data engineering,Business process analyst,Product based,Satire,Programmer Analyst
94,61,84,67,94,85,86,61,5,9,4,1,8,no,medium,poor,gentle,Technical,work,smart worker,yes,yes,r programming,data science,cloud computing,Business process analyst,Sales and Marketing,Health,Quality Assurance Associate
68,92,63,94,91,72,80,73,7,6,0,8,6,no,medium,medium,gentle,Management,work,smart worker,yes,no,distro making,cloud computing,networks,system developer,Service Based,Health,UX Designer
83,68,85,66,67,71,88,88,9,5,6,7,7,yes,poor,excellent,stubborn,Technical,work,hard worker,no,yes,information security,hacking,Software Engineering,Business process analyst,SAaS services,Diaries,Software Developer
83,68,67,73,63,70,70,74,5,7,4,8,9,no,excellent,medium,stubborn,Technical,work,hard worker,no,no,machine learning,hacking,Software Engineering,cloud computing,Testing and Maintainance Services,Biographies,Software Developer
78,76,74,85,90,88,80,74,9,1,3,8,7,no,excellent,poor,gentle,Technical,work,hard worker,yes,yes,shell programming,hacking,parallel computing,developer,Business Process Analysis,Satire,Software Developer
75,93,69,77,73,81,72,80,4,1,3,3,7,no,excellent,excellent,stubborn,Technical,salary,smart worker,yes,no,shell programming,database security,hacking,security,Sales and Marketing,Prayer books,Systems Security Administrator
66,66,60,69,67,62,67,62,9,4,5,5,9,no,excellent,poor,gentle,Management,salary,hard worker,no,yes,shell programming,database security,parallel computing,Business process analyst,SAaS services,Self help,Information Technology Manager
81,75,68,85,63,67,76,94,12,5,1,1,3,no,excellent,poor,stubborn,Management,work,smart worker,yes,yes,machine learning,hacking,parallel computing,developer,SAaS services,Mystery,Portal Administrator
90,80,80,64,77,62,71,89,5,8,0,3,8,no,medium,excellent,gentle,Management,work,smart worker,no,yes,full stack,testing,IOT,cloud computing,Testing and Maintainance Services,Prayer books,UX Designer
80,62,60,89,90,92,69,66,7,5,2,1,3,yes,medium,excellent,stubborn,Management,work,hard worker,no,yes,information security,data science,networks,testing,Cloud Services,Encyclopedias,E-Commerce Analyst
67,83,91,60,74,73,66,87,8,4,2,5,2,no,excellent,excellent,stubborn,Technical,work,smart worker,no,no,shell programming,testing,Software Engineering,developer,Testing and Maintainance Services,Trilogy,Software Engineer
63,80,78,71,93,66,93,75,11,6,1,5,9,no,medium,excellent,gentle,Management,work,smart worker,yes,yes,machine learning,cloud computing,networks,system developer,Business Process Analysis,Comics,Database Developer
85,85,79,73,83,64,93,83,9,3,5,9,3,no,poor,excellent,stubborn,Technical,salary,smart worker,yes,yes,app development,testing,data engineering,system developer,Sales and Marketing,Health,Project Manager
63,68,61,76,67,75,63,69,6,7,6,7,7,no,excellent,medium,stubborn,Technical,work,hard worker,no,yes,r programming,game development,Management,cloud computing,Cloud Services,Horror,Database Manager
67,94,66,76,93,84,83,66,8,1,2,8,1,no,poor,excellent,gentle,Technical,work,smart worker,yes,no,distro making,cloud computing,IOT,security,Cloud Services,Science,Applications Developer
64,63,86,61,66,82,63,89,9,6,5,5,4,no,excellent,poor,gentle,Management,work,hard worker,yes,yes,r programming,database security,networks,security,SAaS services,Trilogy,Systems Security Administrator
87,80,63,60,66,73,76,63,8,7,1,5,7,no,excellent,medium,gentle,Management,salary,smart worker,no,no,distro making,database security,data engineering,developer,Finance,Childrens,Software Systems Engineer
80,80,71,69,64,93,69,70,8,2,2,4,3,yes,medium,poor,stubborn,Technical,work,smart worker,yes,yes,hadoop,hacking,Management,developer,Product based,Math,E-Commerce Analyst
62,92,74,92,90,65,81,67,9,5,5,4,4,yes,poor,excellent,stubborn,Management,work,smart worker,no,no,full stack,testing,cloud computing,system developer,Service Based,Dictionaries,Solutions Architect
81,75,89,73,70,81,92,93,12,7,1,7,9,no,medium,poor,gentle,Management,salary,hard worker,yes,yes,information security,web technologies,hacking,system developer,product development,Guide,Business Intelligence Analyst
84,70,80,67,81,72,65,85,5,4,5,8,2,no,excellent,poor,gentle,Management,salary,hard worker,no,no,full stack,web technologies,parallel computing,testing,Service Based,Guide,Portal Administrator
76,88,80,74,72,88,81,77,12,1,5,1,1,no,excellent,medium,gentle,Management,salary,hard worker,no,yes,python,hacking,Computer Architecture,security,Testing and Maintainance Services,Health,Solutions Architect
92,66,73,74,80,64,79,86,10,8,2,7,6,no,excellent,medium,gentle,Management,work,smart worker,yes,no,machine learning,hacking,data engineering,system developer,Business Process Analysis,Biographies,Solutions Architect
60,71,94,89,74,77,77,88,6,5,3,5,4,no,excellent,medium,gentle,Management,salary,smart worker,yes,no,full stack,data science,programming,developer,Product based,Horror,Business Systems Analyst
64,85,61,89,60,93,74,64,6,7,0,6,3,no,excellent,excellent,gentle,Technical,work,hard worker,yes,yes,information security,system designing,cloud computing,cloud computing,Product based,Encyclopedias,Systems Analyst
86,78,66,89,69,79,74,83,9,8,4,3,4,no,medium,excellent,stubborn,Technical,work,smart worker,yes,yes,full stack,system designing,data engineering,system developer,SAaS services,Romance,Portal Administrator
90,61,77,93,78,83,94,68,6,7,1,7,5,yes,medium,excellent,stubborn,Management,work,hard worker,no,yes,distro making,web technologies,parallel computing,system developer,Service Based,Horror,Network Security Administrator
78,69,65,73,63,72,61,92,5,5,2,4,8,yes,poor,excellent,stubborn,Technical,salary,hard worker,no,no,python,cloud computing,hacking,testing,Cloud Services,Diaries,Database Manager
86,61,66,83,68,94,85,93,11,6,6,8,5,no,poor,medium,gentle,Technical,salary,hard worker,no,no,hadoop,database security,hacking,cloud computing,product development,Romance,Web Developer
63,82,63,70,86,73,81,86,6,8,4,9,4,no,poor,excellent,gentle,Technical,salary,smart worker,yes,yes,app development,data science,hacking,system developer,product development,Math,Network Security Administrator
69,76,88,76,65,93,64,63,8,9,1,4,7,no,excellent,poor,gentle,Management,salary,hard worker,no,yes,machine learning,web technologies,Management,developer,Finance,History,Web Developer
68,64,64,78,81,89,73,64,6,5,0,7,9,no,excellent,medium,stubborn,Technical,work,smart worker,no,yes,r programming,testing,Computer Architecture,testing,Cloud Services,Drama,Information Technology Manager
72,84,92,67,87,61,61,60,9,2,1,9,6,yes,excellent,excellent,gentle,Management,work,hard worker,yes,yes,app development,testing,parallel computing,security,product development,Math,Design & UX
91,82,64,74,66,72,70,88,8,4,3,2,4,no,medium,medium,stubborn,Technical,salary,smart worker,no,no,full stack,hacking,cloud computing,cloud computing,Sales and Marketing,Biographies,Network Engineer
83,84,91,93,92,68,90,92,7,5,2,3,7,no,poor,excellent,gentle,Technical,salary,smart worker,yes,yes,python,data science,networks,Business process analyst,Product based,Horror,Solutions Architect
93,67,81,82,62,79,62,76,9,2,3,5,5,yes,medium,poor,gentle,Management,salary,smart worker,no,yes,python,data science,Software Engineering,Business process analyst,Sales and Marketing,Art,CRM Technical Developer
72,77,77,92,88,79,82,62,5,6,3,4,9,no,poor,excellent,stubborn,Management,work,smart worker,no,no,shell programming,testing,programming,cloud computing,product development,Horror,Mobile Applications Developer
78,78,84,64,71,83,89,69,7,8,1,8,9,no,medium,poor,stubborn,Management,salary,hard worker,yes,yes,hadoop,hacking,networks,cloud computing,Web Services,Action and Adventure,CRM Technical Developer
73,77,87,78,80,82,90,86,4,9,5,2,8,no,medium,excellent,gentle,Management,work,hard worker,no,no,shell programming,system designing,networks,developer,product development,Prayer books,Programmer Analyst
90,72,88,79,92,62,68,83,7,2,3,3,5,yes,poor,excellent,stubborn,Technical,salary,smart worker,no,yes,distro making,game development,IOT,Business process analyst,Business Process Analysis,Comics,Systems Analyst
87,78,79,62,93,64,66,71,5,6,0,7,3,no,excellent,excellent,stubborn,Management,work,smart worker,no,no,full stack,database security,hacking,testing,Testing and Maintainance Services,Health,Network Security Administrator
88,84,77,83,76,74,69,65,10,2,4,3,2,no,excellent,poor,stubborn,Technical,salary,smart worker,yes,yes,full stack,data science,data engineering,system developer,product development,Science,Business Intelligence Analyst
63,91,78,78,87,72,92,64,12,5,5,5,3,no,excellent,medium,gentle,Technical,work,smart worker,yes,no,shell programming,database security,Software Engineering,cloud computing,Service Based,Autobiographies,Network Security Engineer
64,71,91,69,81,91,93,89,10,9,0,7,2,yes,excellent,poor,stubborn,Technical,work,smart worker,yes,yes,full stack,cloud computing,data engineering,Business process analyst,Business Process Analysis,Horror,Systems Security Administrator
78,92,90,79,90,75,84,71,5,9,2,1,5,no,medium,excellent,stubborn,Technical,work,hard worker,yes,yes,full stack,web technologies,Management,developer,Cloud Services,Cookbooks,UX Designer
71,89,68,93,77,67,87,88,9,3,2,3,9,no,excellent,excellent,stubborn,Management,salary,smart worker,no,no,full stack,cloud computing,Computer Architecture,security,Sales and Marketing,Science,Systems Analyst
66,93,79,87,88,93,77,75,10,4,6,4,3,no,poor,excellent,stubborn,Technical,salary,hard worker,yes,yes,full stack,web technologies,programming,system developer,Product based,Health,Network Engineer
69,76,75,71,62,62,68,76,10,9,2,8,9,yes,medium,poor,stubborn,Technical,work,hard worker,no,yes,distro making,web technologies,Management,Business process analyst,Service Based,Math,CRM Technical Developer
94,68,65,69,70,90,77,68,12,7,2,6,9,no,medium,excellent,stubborn,Management,work,hard worker,yes,no,machine learning,game development,IOT,system developer,Testing and Maintainance Services,Guide,Programmer Analyst
79,90,72,69,79,61,69,85,5,9,2,3,5,no,excellent,medium,stubborn,Management,salary,smart worker,no,yes,machine learning,data science,cloud computing,cloud computing,Cloud Services,Poetry,Technical Support
67,77,91,76,81,85,74,74,5,6,1,7,4,no,medium,medium,gentle,Management,salary,hard worker,no,yes,full stack,cloud computing,Computer Architecture,Business process analyst,Product based,Mystery,Database Manager
60,76,84,89,84,80,62,64,6,6,4,8,4,yes,medium,poor,gentle,Technical,salary,hard worker,no,no,machine learning,hacking,Software Engineering,cloud computing,Product based,Art,CRM Technical Developer
64,71,93,82,79,71,80,66,5,2,5,2,2,yes,excellent,poor,gentle,Technical,salary,smart worker,yes,no,shell programming,web technologies,networks,system developer,Service Based,History,Network Engineer
65,65,94,60,71,81,60,86,5,4,5,4,7,no,excellent,excellent,gentle,Technical,salary,smart worker,no,yes,python,cloud computing,IOT,security,product development,Autobiographies,CRM Business Analyst
